上联,下联
绿蕊飘香，蓝莓万朵皆含中国梦,黄墩兴业，素志一怀齐绘小康图
坐拥湖山，淡看利名，鹤子梅妻仙是我,照顾妇孺，浓描诗画，李白杜甫雅为家
书读万卷始开眼,酒饮半杯就晕头
蝶弄蕊心花蕴蜜,风过竹外自空音
月探西窗人不寐,风行晓岸柳无眠
小梅寄意情偏切,此日凭栏兴自新
满面春风庭院内,一只红杏后墙头
文轨尽同尧历象,春风独上夕阳楼
须知足下，觉路每从迷路过,莫到头来，悔肠竟比洗肠多
山大何时曾自大,天高此处共人高
心乎匡国慕刘向,世有真儒惟郑君
桥上荞，风吹吹，荞动桥未动,楼里苲，雨洒洒，苲湿楼不湿
善恶轮回终有报,是非成败转头空
塞上江南新焕彩,贺峰骏马正腾蹄
晚霞普照，映衬祥云万朵，依旧光华灿烂,落日余辉，折射瑞彩千条，更显无限生机
秀客盈门原旧日,梅花满径又新春
云淡风清花弄舞,莺飞草长月吟诗
龚遂单车化盗,岳飞一纸罢兵
鸡鸣旭日，天水渭河同溅玉,龙舞春风，陈仓古道共流金
浮名身外不须说，水中凫，仗下马，金章朱绂非吾有,佳景目前且共看，饮八斗，醉二参，鹌笑鹏飞聊自舒
道德随钟醒,是非印月明
博采诗书歌革命,馆藏文物耀中华
金文满屋福双至,斗酒百诗才冠群
匕匕比尖兼大小,人人从兵并乒乓
二人唱双簧，说两女对付偶像派,只影携一剑，去孤山独闯单身族
凤舞天街，一路春光正好,龙腾地脉，千秋国梦常圆
先正古文，于今无继,天下大老，立人之师
陶醉花红风自去,痴迷柳绿燕归来
安贫乐道,养德修身
雄豪不让荆卿，侠气铸成秋瑾剑,俊逸直追坡老，才情谱就易安词
生命在于运动,长寿因为勤劳
风波未起心波起,才子不来浪子来
坐看溪云望牛女,笑扶鸠杖话桑麻
看此中：仙乐、彩云，万千气象,望门外：鼎湖、玉柱，无限风光
游客开怀，喜掬波心月,春风放胆，长牵水面光
廉租有价,大爱无疆
暖被,寒衾
汉氏易主明象,尹文子言无为
文海畅游，锦绣华章开眼界,春风化雨，辉煌勋业动诗怀
喝光墨水难折桂,用尽机关易骗人
乌篷烟雨江南梦,戈壁沙尘塞北天
事必躬亲，务实求真存典范,身先士卒，奉公律己树风标
何日何时被解放,某年某月经沙场
销魂荡魄的乐园，五花八门，惊险刺激，青年壮年玩情笃,养性休身之环境，一岛百景，雅观清静，老者学者趣味酣
欲上云巅捉月,却无羽翼击风
大宋濒危撑一柱,英雄垂死尚三呼
与兔听提原是命,同狐结合岂真心
众生皆有我,诸佛并非人
晚花新笋堪为伴,健笔高科早绝伦
淡月山风清几许,疏烟竹色翠三分
法治中华，风清日暖江山丽,情牵百姓，景泰人和岁月红
青梅造作乌梅肉，因火节制,黄豆磨成白豆腐，用水工夫
华洋杂处香江地,耀景宏图上海滩
平地涌泉，涨纱縠半潭，裁一角天容海色,高楼抱月，听梅花三弄，诵千秋水调歌头
天地如一室,沉浮放两旁
春深月下听花落,人寂庭前怅柳疏
云锁木龛聊息影,日临山势远开莲
行乐以时百回醉,鞠躬尽瘁一生勤
雾云缭绕中，不能净化心灵，而是玷污肺叶,烟草旺兴处，唯见一方利益，焉寻千载文明
德国球星酷,巴西世界悲
妙手绘宏图，造就琼楼胜景,铁肩担重任，建成广厦雄城
华年永在青春美,荣誉长存翰墨香
意气难消，瘦马西风常凛冽,年华易逝，斜阳浅草自芳菲
合当就此两相忘,一任西风独自凉
办事公平心踏实,拆迁鲁莽屋腾空
仁者爱人，凡眼自剜成慧眼,祖师崇佛，事功相继领天功
凤鸣征盛世,燕语报丰年
老水淹残月,春风破晓天
半卷残诗流古意,千声梵磬悟禅机
军前放炮,酒后开车
著书廿余万言，此后更增几许,上寿百二十岁，至今才得半云
是名山岂论矮高？聚祥能使千峰仰,饶善性无关体貌，赐福尤教四海欢
五台隆佛国,十地励清修
燕语三声，心中流蜜,春神一笑，梦里开花
感恩节,开发区
孩子可怜，玉树临风落泪,家园重建，新居防震抗洪
天天戒网天天上,日日瘦体日日肥
苏子行香，江城几月梅花落,米颠拜石，京口何时玉簟秋
一担相思难放下,无钱再度困关中
今世已如斯，受人间百倍牢骚，一死怎能抛恨去,他生须记着，任地下许多磨折，万难切莫带愁来
月落乌通晓,花开雨不知
鱼竿今尚在,凤鸟安来翔
做个好人，心正身安稳魂梦,行些善事，天知地晓鉴鬼神
少妇手提拴狗练,老翁背负打鱼叉
花开锦绣灵猴舞,春满乾坤瑞燕飞
烹茶，惹得清风止步,把盏，招来明月讨杯
细雨飘飘春酿酒,和风袅袅柳抒情
信与春风有约，自枝上夭夭，休管他小杏早红，芭蕉晚绿,笑同蝶翅成翩，已陌间处处，又何独武陵洞口，玄都观前
贪玩,闲聊
一大启明，一路沧桑，铭鉴几多事迹、几多奇迹,九旬织锦，九州鼎盛，赢来无限风光、无限荣光
小荷持伞遮炎日,新柳抛丝钓醉舟
愚人好杀,智者乐慈
湖漾碧波歌七子,文留傲骨载千秋
壶中日月,皮里春秋
雪落千山静,雨滴万水行
清风报告秋收获,雏燕带来春福音
逝者如流追昼夜,学之时习悦身心
仙去何之？方闹市灯阑，顿收拾满场袍笏,春归依旧，看盈庭花发，最难堪昨夜雨风
行善者诸事顺,向阳门五福临
理论精通深造诣,工程博学上高峰
闹市寻幽，绿岛琴声人欲醉,通衢觅静，荷塘月色客忘忧
难成解脱在贪染,欲出轮回需转依
寒时难得一杯暖,炎土偏飞六月霜
满地落红帘半卷,几盆飘绿菊初开
酒醒残宵，灯前辗转空留梦,情洒边关，月下徘徊枉凝眉
黎明曦色迎盛世,华夏干才溢芬芳
一脉青山浮晚黛,谁家玉笛剪炊烟
华彩铺陈妆盛世,春风吹拂展新容
笑佳人势利偏工，不因他邑令投交，寡妇岂甘贞节改,慨俗士夤缘太巧，须等汝酒佣终老，岳翁何苦混财分
且莫论官事输赢，但为来跪公堂，应知有耻辱,愿力戒吾民争讼，纵令不倾家产，也费些工夫
三春筑梦,九域飞歌
安居乐业党恩重,继往开来国力强
一壶淡酒花藤下,满纸荒唐鸿信中
月印千江心底梦,花开满地枕旁诗
春草萋萋，徒怅青丝成白发,烟波渺渺，最愁微雨惹相思
高无见硕相,明不借他光
轩辕剑,药蛋丸
德艺双馨，文坛泰斗,人天同化，学界楷模
海鸥戏春岸,天鸡玩的风
精致设样样如意,巧手缝衣衣趁心
独自思量，已淡如尘，或轻似梦,等闲过往，多情莫笑，有泪无言
花乃红尘一过客,云为野岭几闲人
画卷几时开？到眼前塔影山光，令人陶醉,功名何处是？来耳际晨钟暮鼓，费我思量
别有一村花海里,云屯百客阆风间
务使辛勤结硕果,不教懒散负华年
一派浪言飞泡沬,满腔怒火动干戈
手机、心机，两者关机寻个静,星饵、鱼饵，其时作饵钓之闲
你也挤、我也挤，此处无几立脚地,好且看、赖且看，大家都有下台时
无无奈，无奈亦无无何耐,柳柳州，柳州种柳柳成洲
龙飞十里，一望无垠春似海,凤舞九天，三生有幸梦缘花
书法播隆名，凡达官制先人墓志，非诚悬手笔，枉称孝道,超堂持直节，自进士升太子少师，乃廊庙脊梁，素秉公心
政善党兴国，国兴党善政,居安我进贤，贤进我安居
英姿尽展，长袖携来美丽香馨，敢在中华大地翩翩舞,魅力无穷，激情打造辉煌灿烂，皆同世界奇观款款歌
临流羡月有心镜,把酒吟风秀口才
腹有真情，笔撰千行，大吏常牵小道,骨无媚态，怀揣万虑，低颜每蕴高风
斯地赞嘉清，我非才子也磨墨,何花开隽永？城有书香不谢春
春稼虽云苦,秋收必见丰
挥象管,拂鸾笺
题诗高雅惹人和,应句稳工无客挑
借一联雅意，发千古幽情，曾盼天涯多益友,读数册贤言，效先哲高义，更期海内尽良师
五讲新风开雅化,三冬冷雪砺贞心
银杏疏财，散尽一身金叶子,清池映义，催开数朵白莲花
盘龙卧虎井冈顶,秣马厉兵赣水边
心田早沃，相思豆种谁来播,性地无荒，互爱花根子去生
岔路纷歧羊易失,文渊广博士难求
秋风多溯水，看沙鹭鸣啼，芦荟千层飞白雪,大道不由天，许鲈鱼接引，江心一叶泊孤舟
马行万里祥云，名镇喜迎新世界,笔载千年古韵，春风续写大文章
双角扶摇追美梦,八规砥砺荡清风
众口能调，三餐粗细巧搭配,灶王暗访，四季淡咸多品尝
为大臣嗣，画师爷，一辈作诗人，消受清闲原有命,由南浦来，西山去，九天入仙境，乍经离乱岂无愁
浪打东坡句,风流西子心
踏雪寻梅，梅红雪白，手挽红梅白雪蹁跹舞,临风赏月，月朗风清，胸怀朗月清风坦荡歌
桂花经雨香犹在,芳草留人意自闲
桃馥李芳，全赖园丁汗水,心明眼亮，只缘蜡炬光芒
安于月下三杯酒,置在心间一朵花
春节思春晚，观春晚、闹春晚,猴年想猴哥，看猴哥、叹猴哥
笔蘸松烟诗劲健,风拂柳絮句清新
半夜蛙声鸣后院,三春蝶舞绕前廊
晚年余韵类亭林，独惜兴已阑珊，青主箴言不再见,此老胸中师白石，都道花无啼损，小红遣去有深心
伤爹一世一壶酒,祭父三天三柱香
过节回来，共谈劳法薪无欠,开心酌罢，相慰民工益有归
文章有骨需常啃,道路多棘要慎行
老守田园闲自在,痴情山水乐逍遥
露珠酿酒在桃枝，花月新妖，人间惆怅,儿女画眉于水镜，诗经有爱，灯火含羞
钦崇天道神常佑,好诵圣经福自多
乾坤风雷荡,中华日月新
鸽子,羊羔
文章千古事,社稷一戎衣
作手岂甘拘此内容？草创因时，诗联不厌添新酒,对家何苦滥其形式？薪传有范，格律无妨持素斋
十万流云归野寺,三千烛火祭寒山
桐梓人先开九坝,轩辕氏祖葬桥山
力挽狂澜危难际,花开富贵艳阳天
耳有尘嚣思澡雪,身无俗骨欲亲梅
非凡出手仙人掌,南国称王湘楚君
玉毫珠顶无离即,皓月清池得证因
算来半世夫妻，吃也愁、穿也愁，叹卿真苦死了,丢下千斛担子，男不管、女不管，比我倒快活些
雌伏,雄飞
盛世祥云凝画境,惊天礼炮响春雷
庭松不改青葱色,盆菊仍霏清净香
笔断三江水,风靡上海滩
星光几点瓜州夜,鼓角千年塞北秋
新年担大任,阆苑荐雄文
千古两梅妻，公几为多情死,西湖三少保，此独以功名终
一峰耸翠，万柏环青，明清画阁汉唐树,岳色染河，磬声凉月，秦晋香烟福瑞天
花鸟皆为尘外客,往来都是福中人
长江音响，涛声依旧,臭屁公放，别有洞天
山峰亮剑穿云海,蚕蛹脱身化蝶衣
节以制度,俭为德共
且放心舟游翰墨,还呷意酒醉丹青
金鹏展翅江湖远,老骥居槽莽野思
李紫萍青，馨飘亚太,志高胆壮，问鼎昆仑
欲知世上丝纶美,且看庭前锦绣鲜
东风激起千重浪,南海催扬万点帆
心伤民瘼，情系民生，奈何战乱频仍，百年忧患几骚客,才匹诗仙，名尊诗圣，仰止门庭轩敞，千古江山一草堂
逆水行舟求上进,呼风唤雨做中坚
毛轻何可齿,意重总因茶
团扇轻纱护贵妃，华清出浴,芒鞋竹杖随才子，赤壁归游
六根清静林泉好,七情无牵果木新
句寻六代三唐外,人在千岩万壑中
教子有方，无愧贤者母,见佛圆寂，应归忉利天
雾阻晨曦，丛林茂密山幽处,风传鸟语，百兽逍遥日照时
雨水蒸发成气候,烟云散尽见青天
狗苟,猫馋
黄菊径开寻靖节,锦莲沼放问濂溪
墨濡古绢流香韵,诗染夕阳送晚情
承家多义德,继代有仁风
勤劳创业家境盛,忠厚居心福泽多
手机上网不方便,指尖滑屏就点星
人行横道,虎落平川
百年机车风雨路,万里铁道锦绣天
岩奇、楼奇、泉奇，奇观皆共乾坤永,诗雅、画雅、歌雅，雅客一如风月清
仙家自有月,上界别无天
一盘蒸出三湘韵,四海欢歌中国春
敬以礼、退以义,居之安、资之深
父子双雄，从文从武皆从大义,诗联俱雅，有仄有平更有真情
绘万里宏图，鉴古开今，豪气云登天宇上,守百年基业，打黑反腐，伟绩铭刻子民心
保障民生兴百业,和谐政策暖千家
雨过竹林风解语,山留日照水沾光
海石裂何年？恰开几瓣莲花，宜居大士,湖光新此日，尽汇千秋文脉，不负名山
思入南山寻隐者,闲随野色叩柴扉
百家姓氏传千古,一网对联娱万民
龙飞清浦风雷动,春到新区业绩雄
琴瑟谐和歌盛世,夫妻友爱颂丰年
春意无限,江山多娇
片言不谨皆遭怨,小惠能施也算功
缘溪湿重宜栽豆,当院风微好晒书
童心不管冬将去,翠竹犹期雨再来
胜负由他去,金银自己得
山顶红云催奋起,水中白月惹相思
风回竹韵成天籁,雪掩松香润地衣
刮骨疗毒，百姓振臂杀四风，同圆中国梦,打虎拍蝇，金猴奋棒除劣顽，扫清万里埃
落叶寻根，秋色也知故土好,杂花生树，春光尤盼彩云归
上有萱椿举箸衔觞，适团圆话旧，何慰欢颜开岁末,每思柴米持盈满载，今井灶迎新，犹舒老眼望尧天
开遍繁花难着眼,摆脱琐事少烦心
武所百家姓，军家话语传神韵,平川四海情，南海故园醉客人
再吻天宫，神九穿针惊九宇,深潜碧水，蛟龙耕海筑龙台
是真仙灵，为佛门作大护法,殊胜境界，集众僧建新道场
猴年献瑞千重锦,燕语添新百姓家
情作薪燃，永照灵魂深处,雨滋苗长，适逢春色浓时
乱云老树寒鸦绕,秋水长天孤鹜飞
金蛇狂舞日,紫燕报春时
杜康献艺，琼浆玉液此泉酿,太白登船，仙露明珠何处寻
东风吹暖长江水,春潮涌起黄河波
风起涛声远,波平亭影深
东土征歌，问表海雄风，今乐何如古乐,南宫奏曲，听遏云高响，雅音原是乡音
下棋不悔称高品,观战多言烦死人
相聚拜崇恩，畅谈五千载文明，更借春花游世博,参禅来古寺，祈福十万家陆渡，欣逢盛况沐吴风
注目礼,赃款钱
金融脉系民生，真情一片，点滴积财酬大业,银盾支援建设，热血满腔，多方信贷振应城
山河影满泸州月,稻米香盈静海秋
曾醉吾心，鸿文春雨绍诚路,今迷泪眼，锦水秋风夕照楼
禅钟穿晚树,佛语隐空山
义犬辞新春，踏雪寻梅悄弄色,憨猪挥旧事，呼风拂柳快摇金
秀色一如此,菱歌本自便
尝以菲材受知，破格能容挂冠去,未竟老臣忧国，临终犹有谏书闻
碧玉栏边，正酒熟香温，隔墙忽逗初三月,黄金盘内，犹硝烟战火，邻院乍鸣夜半钟
仙居十二楼之上,大寿八千岁乃春
舞低杨柳楼心月,立尽暮朝竹畔风
编修著述宏才显,服务捐输伟绩彰
问沉浮日月双轮，何处启名都？风物一城标独秀,想胜负春秋五霸，此间埋古迹，沧桑千载待重光
冰轮转处天开路,玉带缠时地瘦身
冷雨敲窗小街空,陈云算账中国行
义犬守平安，春风万里和谐路,金猪逢盛世，喜气盈庭后石村
鸟散绿萝静,牛归红树深
最爱夕阳斜晚照,犹耽晨露映朝霞
冬夏有花真养眼,往来无客不开心
横空一笔惊天地,抗战八年泣鬼神
百家奇句不临古,二老金婚欲趁时
久别,初归
幸福家庭都一样,贫贱夫妻没二心
风高秋月白,雨大晚霞红
佳酿置床前，不忍开封，入室闻香多次醉,故园来梦里，总能笑醒，推窗望月几回圆
是绿是玉是友,一竹一兰一梅
做七品官儿，无地皮可刮,住三间屋子，拥天足自娱
孤王下殿残阳落,万众翻身小草生
路迢迢，君山竹碎湘灵梦,风萧萧，易水秋寒义士心
小洞,大炮
燕儿不问谁家富,皇帝应知哪个贤
